geoName,GPT-4
Alabama,0
Alaska,0
Arizona,38
Arkansas,0
California,67
Colorado,0
Connecticut,0
Delaware,0
District of Columbia,0
Florida,43
Georgia,46
Hawaii,0
Idaho,0
Illinois,37
Indiana,0
Iowa,0
Kansas,0
Kentucky,0
Louisiana,0
Maine,0
Maryland,61
Massachusetts,100
Michigan,41
Minnesota,0
Mississippi,0
Missouri,0
Montana,0
Nebraska,0
Nevada,0
New Hampshire,0
New Jersey,36
New Mexico,0
New York,56
North Carolina,27
North Dakota,0
Ohio,0
Oklahoma,81
Oregon,0
Pennsylvania,37
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,0
Texas,35
Utah,0
Vermont,0
Virginia,45
Washington,79
West Virginia,0
Wisconsin,47
Wyoming,0
