geoName,GitHub Copilot
Alabama,0
Alaska,0
Arizona,49
Arkansas,0
California,79
Colorado,69
Connecticut,37
Delaware,0
District of Columbia,95
Florida,34
Georgia,47
Hawaii,0
Idaho,0
Illinois,57
Indiana,33
Iowa,48
Kansas,0
Kentucky,0
Louisiana,0
Maine,0
Maryland,46
Massachusetts,75
Michigan,40
Minnesota,67
Mississippi,0
Missouri,38
Montana,0
Nebraska,61
Nevada,37
New Hampshire,0
New Jersey,42
New Mexico,0
New York,50
North Carolina,49
North Dakota,0
Ohio,30
Oklahoma,0
Oregon,61
Pennsylvania,35
Rhode Island,0
South Carolina,21
South Dakota,0
Tennessee,26
Texas,45
Utah,57
Vermont,0
Virginia,80
Washington,100
West Virginia,0
Wisconsin,49
Wyoming,0
