geoName,GPT-4
Alabama,0
Alaska,0
Arizona,40
Arkansas,0
California,87
Colorado,71
Connecticut,0
Delaware,0
District of Columbia,0
Florida,41
Georgia,48
Hawaii,0
Idaho,0
Illinois,39
Indiana,0
Iowa,0
Kansas,0
Kentucky,0
Louisiana,0
Maine,0
Maryland,68
Massachusetts,66
Michigan,36
Minnesota,0
Mississippi,0
Missouri,58
Montana,0
Nebraska,0
Nevada,0
New Hampshire,0
New Jersey,73
New Mexico,0
New York,62
North Carolina,66
North Dakota,0
Ohio,26
Oklahoma,0
Oregon,75
Pennsylvania,36
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,49
Texas,46
Utah,87
Vermont,0
Virginia,51
Washington,100
West Virginia,0
Wisconsin,0
Wyoming,0
