geoName,GPT-4
Alabama,0
Alaska,0
Arizona,73
Arkansas,0
California,100
Colorado,47
Connecticut,86
Delaware,0
District of Columbia,0
Florida,43
Georgia,43
Hawaii,0
Idaho,0
Illinois,48
Indiana,0
Iowa,0
Kansas,0
Kentucky,0
Louisiana,0
Maine,0
Maryland,63
Massachusetts,94
Michigan,0
Minnesota,0
Mississippi,0
Missouri,0
Montana,0
Nebraska,0
Nevada,0
New Hampshire,0
New Jersey,49
New Mexico,0
New York,79
North Carolina,0
North Dakota,0
Ohio,0
Oklahoma,0
Oregon,0
Pennsylvania,53
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,0
Texas,41
Utah,0
Vermont,0
Virginia,56
Washington,86
West Virginia,0
Wisconsin,0
Wyoming,0
