geoName,GitHub Copilot
Alabama,0
Alaska,0
Arizona,0
Arkansas,0
California,100
Colorado,74
Connecticut,0
Delaware,0
District of Columbia,0
Florida,31
Georgia,52
Hawaii,0
Idaho,0
Illinois,50
Indiana,0
Iowa,0
Kansas,0
Kentucky,0
Louisiana,0
Maine,0
Maryland,0
Massachusetts,82
Michigan,0
Minnesota,0
Mississippi,0
Missouri,0
Montana,0
Nebraska,0
Nevada,0
New Hampshire,0
New Jersey,37
New Mexico,0
New York,62
North Carolina,47
North Dakota,0
Ohio,31
Oklahoma,0
Oregon,76
Pennsylvania,44
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,79
Texas,48
Utah,0
Vermont,0
Virginia,88
Washington,100
West Virginia,0
Wisconsin,0
Wyoming,0
