geoName,GitHub Copilot
Alabama,0
Alaska,0
Arizona,0
Arkansas,0
California,66
Colorado,0
Connecticut,100
Delaware,0
District of Columbia,0
Florida,19
Georgia,32
Hawaii,0
Idaho,0
Illinois,42
Indiana,83
Iowa,0
Kansas,0
Kentucky,0
Louisiana,0
Maine,0
Maryland,59
Massachusetts,86
Michigan,0
Minnesota,0
Mississippi,0
Missouri,0
Montana,0
Nebraska,0
Nevada,0
New Hampshire,0
New Jersey,42
New Mexico,0
New York,55
North Carolina,46
North Dakota,0
Ohio,0
Oklahoma,0
Oregon,0
Pennsylvania,34
Rhode Island,0
South Carolina,0
South Dakota,0
Tennessee,56
Texas,43
Utah,0
Vermont,0
Virginia,42
Washington,100
West Virginia,0
Wisconsin,0
Wyoming,0
